Length(mm) ,Width(mm),Freq (GHz),S11(dB)
2.49,3.137,37.06,-20.024831
2.489,3.1359,37.07,-20.02812
2.488,3.1347,37.08,-20.031409
2.487,3.1336,37.09,-20.034698
2.486,3.1325,37.1,-20.037987
2.485,3.1314,37.11,-20.041276
2.484,3.1303,37.12,-20.044565
2.483,3.1291,37.13,-20.047854
2.482,3.128,37.14,-20.051143
2.481,3.1269,37.15,-20.054432
2.48,3.1258,37.16,-20.057721
2.479,3.1246,37.17,-20.06101
2.478,3.1235,37.18,-20.064299
2.477,3.1224,37.19,-20.067588
2.476,3.1213,37.2,-20.070877
2.475,3.1202,37.21,-20.074166
2.474,3.119,37.22,-20.077455
2.473,3.1179,37.23,-20.080744
2.472,3.1168,37.24,-20.084033
2.471,3.1157,37.25,-20.087322
2.47,3.1145,37.26,-20.090611
2.469,3.1134,37.27,-20.0939
2.468,3.1123,37.28,-20.097189
2.467,3.1112,37.29,-20.100478
2.466,3.1101,37.3,-20.103767
2.465,3.1089,37.31,-20.107056
2.464,3.1078,37.32,-20.110345
2.463,3.1067,37.33,-20.113634
2.462,3.1056,37.34,-20.116923
2.461,3.1044,37.35,-20.120212
2.46,3.1033,37.36,-20.123501
2.46,3.1022,37.37,-20.12679
2.459,3.1011,37.38,-20.130079
2.458,3.0999,37.39,-20.133368
2.457,3.0988,37.4,-20.136657
2.456,3.0977,37.41,-20.139946
2.455,3.0966,37.42,-20.143235
2.454,3.0955,37.43,-20.146524
2.453,3.0943,37.44,-20.149813
2.452,3.0932,37.45,-20.153102
2.451,3.0921,37.46,-20.156391
2.45,3.091,37.47,-20.15968
2.449,3.0898,37.48,-20.162969
2.448,3.0887,37.49,-20.166258
2.447,3.0876,37.5,-20.169547
2.446,3.0865,37.51,-20.172836
2.445,3.0854,37.52,-20.176125
2.444,3.0842,37.53,-20.179414
2.443,3.0831,37.54,-20.182703
2.442,3.082,37.55,-20.185992
2.441,3.0809,37.56,-20.189281
2.44,3.0797,37.57,-20.19257
2.439,3.0786,37.58,-20.195859
2.438,3.0775,37.59,-20.199148
2.437,3.0764,37.6,-20.202437
2.436,3.0753,37.61,-20.205726
2.435,3.0741,37.62,-20.209015
2.434,3.073,37.63,-20.212304
2.433,3.0719,37.64,-20.215593
2.432,3.0708,37.65,-20.218882
2.431,3.0696,37.66,-20.222171
2.43,3.0685,37.67,-20.22546
2.429,3.0674,37.68,-20.228749
2.428,3.0663,37.69,-20.232038
2.428,3.0652,37.7,-20.235327
2.427,3.064,37.71,-20.238616
2.426,3.0629,37.72,-20.241905
2.425,3.0618,37.73,-20.245194
2.424,3.0607,37.74,-20.248483
2.423,3.0595,37.75,-20.251772
2.422,3.0584,37.76,-20.255061
2.421,3.0573,37.77,-20.25835
2.42,3.0562,37.78,-20.261639
2.419,3.0551,37.79,-20.264928
2.418,3.0539,37.8,-20.268217
2.417,3.0528,37.81,-20.271506
2.416,3.0517,37.82,-20.274795
2.415,3.0506,37.83,-20.278084
2.414,3.0494,37.84,-20.281373
2.413,3.0483,37.85,-20.284662
2.412,3.0472,37.86,-20.287951
2.411,3.0461,37.87,-20.29124
2.41,3.045,37.88,-20.294529
2.409,3.0438,37.89,-20.297818
2.408,3.0427,37.9,-20.301107
2.407,3.0416,37.91,-20.304396
2.406,3.0405,37.92,-20.307685
2.405,3.0393,37.93,-20.310974
2.404,3.0382,37.94,-20.314263
2.403,3.0371,37.95,-20.317552
2.402,3.036,37.96,-20.320841
2.401,3.0349,37.97,-20.32413
2.4,3.0337,37.98,-20.327419
2.399,3.0326,37.99,-20.330708
2.398,3.0315,38,-20.333997
2.397,3.0304,38.01,-20.337286
2.397,3.0292,38.02,-20.340575
2.396,3.0281,38.03,-20.343864
2.395,3.027,38.04,-20.347153
2.394,3.0259,38.05,-20.350442
2.393,3.0248,38.06,-20.353731
2.392,3.0236,38.07,-20.35702
2.391,3.0225,38.08,-20.360309
2.39,3.0214,38.09,-20.363598
2.389,3.0203,38.1,-20.366887
2.388,3.0191,38.11,-20.370176
2.387,3.018,38.12,-20.373465
2.386,3.0169,38.13,-20.376754
2.385,3.0158,38.14,-20.380043
2.384,3.0147,38.15,-20.383332
2.383,3.0135,38.16,-20.386621
2.382,3.0124,38.17,-20.38991
2.381,3.0113,38.18,-20.393199
2.38,3.0102,38.19,-20.396488
2.379,3.009,38.2,-20.399777
2.378,3.0079,38.21,-20.403066
2.377,3.0068,38.22,-20.406355
2.376,3.0057,38.23,-20.409644
2.375,3.0045,38.24,-20.412933
2.374,3.0034,38.25,-20.416222
2.373,3.0023,38.26,-20.419511
2.372,3.0012,38.27,-20.4228
2.371,3.0001,38.28,-20.426089
2.37,2.9989,38.29,-20.429378
2.369,2.9978,38.3,-20.432667
2.368,2.9967,38.31,-20.435956
2.367,2.9956,38.32,-20.439245
2.366,2.9944,38.33,-20.442534
2.366,2.9933,38.34,-20.445823
2.365,2.9922,38.35,-20.449112
2.364,2.9911,38.36,-20.452401
2.363,2.99,38.37,-20.45569
2.362,2.9888,38.38,-20.458979
2.361,2.9877,38.39,-20.462268
2.36,2.9866,38.4,-20.465557
2.359,2.9855,38.41,-20.468846
2.358,2.9843,38.42,-20.472135
2.357,2.9832,38.43,-20.475424
2.356,2.9821,38.44,-20.478713
2.355,2.981,38.45,-20.482002
2.354,2.9799,38.46,-20.485291
2.353,2.9787,38.47,-20.48858
2.352,2.9776,38.48,-20.491869
2.351,2.9765,38.49,-20.495158
2.35,2.9754,38.5,-20.498447
2.349,2.9742,38.51,-20.501736
2.348,2.9731,38.52,-20.505025
2.347,2.972,38.53,-20.508314
2.346,2.9709,38.54,-20.511603
2.345,2.9698,38.55,-20.514892
2.344,2.9686,38.56,-20.518181
2.343,2.9675,38.57,-20.52147
2.342,2.9664,38.58,-20.524759
2.341,2.9653,38.59,-20.528048
2.34,2.9641,38.6,-20.531337
2.339,2.963,38.61,-20.534626
2.338,2.9619,38.62,-20.537915
2.337,2.9608,38.63,-20.541204
2.336,2.9597,38.64,-20.544493
2.335,2.9585,38.65,-20.547782
2.335,2.9574,38.66,-20.551071
2.334,2.9563,38.67,-20.55436
2.333,2.9552,38.68,-20.557649
2.332,2.954,38.69,-20.560938
2.331,2.9529,38.7,-20.564227
2.33,2.9518,38.71,-20.567516
2.329,2.9507,38.72,-20.570805
2.328,2.9496,38.73,-20.574094
2.327,2.9484,38.74,-20.577383
2.326,2.9473,38.75,-20.580672
2.325,2.9462,38.76,-20.583961
2.324,2.9451,38.77,-20.58725
2.323,2.9439,38.78,-20.590539
2.322,2.9428,38.79,-20.593828
2.321,2.9417,38.8,-20.597117
2.32,2.9406,38.81,-20.600406
2.319,2.9395,38.82,-20.603695
2.318,2.9383,38.83,-20.606984
2.317,2.9372,38.84,-20.610273
2.316,2.9361,38.85,-20.613562
2.315,2.935,38.86,-20.616851
2.314,2.9338,38.87,-20.62014
2.313,2.9327,38.88,-20.623429
2.312,2.9316,38.89,-20.626718
2.311,2.9305,38.9,-20.630007
2.31,2.9294,38.91,-20.633296
2.309,2.9282,38.92,-20.636585
2.308,2.9271,38.93,-20.639874
2.307,2.926,38.94,-20.643163
2.306,2.9249,38.95,-20.646452
2.305,2.9237,38.96,-20.649741
2.304,2.9226,38.97,-20.65303
2.304,2.9215,38.98,-20.656319
2.303,2.9204,38.99,-20.659608
2.302,2.9193,39,-20.662897
2.301,2.9181,39.01,-20.666186
2.3,2.917,39.02,-20.669475
2.299,2.9159,39.03,-20.672764
2.298,2.9148,39.04,-20.676053
2.297,2.9136,39.05,-20.679342
2.296,2.9125,39.06,-20.682631
2.295,2.9114,39.07,-20.68592
2.294,2.9103,39.08,-20.689209
2.293,2.9091,39.09,-20.692498
2.292,2.908,39.1,-20.695787
2.291,2.9069,39.11,-20.699076
2.29,2.9058,39.12,-20.702365
2.289,2.9047,39.13,-20.705654
2.288,2.9035,39.14,-20.708943
2.287,2.9024,39.15,-20.712232
2.286,2.9013,39.16,-20.715521
2.285,2.9002,39.17,-20.71881
2.284,2.899,39.18,-20.722099
2.283,2.8979,39.19,-20.725388
2.282,2.8968,39.2,-20.728677
2.281,2.8957,39.21,-20.731966
2.28,2.8946,39.22,-20.735255
2.279,2.8934,39.23,-20.738544
2.278,2.8923,39.24,-20.741833
2.277,2.8912,39.25,-20.745122
2.276,2.8901,39.26,-20.748411
2.275,2.8889,39.27,-20.7517
2.274,2.8878,39.28,-20.754989
2.273,2.8867,39.29,-20.758278
2.273,2.8856,39.3,-20.761567
2.272,2.8845,39.31,-20.764856
2.271,2.8833,39.32,-20.768145
2.27,2.8822,39.33,-20.771434
2.269,2.8811,39.34,-20.774723
2.268,2.88,39.35,-20.778012
2.267,2.8788,39.36,-20.781301
2.266,2.8777,39.37,-20.78459
2.265,2.8766,39.38,-20.787879
2.264,2.8755,39.39,-20.791168
2.263,2.8744,39.4,-20.794457
2.262,2.8732,39.41,-20.797746
2.261,2.8721,39.42,-20.801035
2.26,2.871,39.43,-20.804324
2.259,2.8699,39.44,-20.807613
2.258,2.8687,39.45,-20.810902
2.257,2.8676,39.46,-20.814191
2.256,2.8665,39.47,-20.81748
2.255,2.8654,39.48,-20.820769
2.254,2.8643,39.49,-20.824058
2.253,2.8631,39.5,-20.827347
2.252,2.862,39.51,-20.830636
2.251,2.8609,39.52,-20.833925
2.25,2.8598,39.53,-20.837214
2.249,2.8586,39.54,-20.840503
2.248,2.8575,39.55,-20.843792
2.247,2.8564,39.56,-20.847081
2.246,2.8553,39.57,-20.85037
2.245,2.8542,39.58,-20.853659
2.244,2.853,39.59,-20.856948
2.243,2.8519,39.6,-20.860237
2.242,2.8508,39.61,-20.863526
2.242,2.8497,39.62,-20.866815
2.241,2.8485,39.63,-20.870104
2.24,2.8474,39.64,-20.873393
2.239,2.8463,39.65,-20.876682
2.238,2.8452,39.66,-20.879971
2.237,2.8441,39.67,-20.88326
2.236,2.8429,39.68,-20.886549
2.235,2.8418,39.69,-20.889838
2.234,2.8407,39.7,-20.893127
2.233,2.8396,39.71,-20.896416
2.232,2.8384,39.72,-20.899705
2.231,2.8373,39.73,-20.902994
2.23,2.8362,39.74,-20.906283
2.229,2.8351,39.75,-20.909572
2.228,2.834,39.76,-20.912861
2.227,2.8328,39.77,-20.91615
2.226,2.8317,39.78,-20.919439
2.225,2.8306,39.79,-20.922728
2.224,2.8295,39.8,-20.926017
2.223,2.8283,39.81,-20.929306
2.222,2.8272,39.82,-20.932595
2.221,2.8261,39.83,-20.935884
2.22,2.825,39.84,-20.939173
2.219,2.8238,39.85,-20.942462
2.218,2.8227,39.86,-20.945751
2.217,2.8216,39.87,-20.94904
2.216,2.8205,39.88,-20.952329
2.215,2.8194,39.89,-20.955618
2.214,2.8182,39.9,-20.958907
2.213,2.8171,39.91,-20.962196
2.212,2.816,39.92,-20.965485
2.211,2.8149,39.93,-20.968774
2.211,2.8137,39.94,-20.972063
2.21,2.8126,39.95,-20.975352
2.209,2.8115,39.96,-20.978641
2.208,2.8104,39.97,-20.98193
2.207,2.8093,39.98,-20.985219
2.206,2.8081,39.99,-20.988508
2.205,2.807,40,-20.991797
2.204,2.8059,40.01,-20.995086
2.203,2.8048,40.02,-20.998375
2.202,2.8036,40.03,-21.001664
2.201,2.8025,40.04,-21.004953
2.2,2.8014,40.05,-21.008242
2.199,2.8003,40.06,-21.011531
2.198,2.7992,40.07,-21.01482
2.197,2.798,40.08,-21.018109
2.196,2.7969,40.09,-21.021398
2.195,2.7958,40.1,-21.024687
2.194,2.7947,40.11,-21.027976
2.193,2.7935,40.12,-21.031265
2.192,2.7924,40.13,-21.034554
2.191,2.7913,40.14,-21.037843
2.19,2.7902,40.15,-21.041132
2.189,2.7891,40.16,-21.044421
2.188,2.7879,40.17,-21.04771
2.187,2.7868,40.18,-21.050999
2.186,2.7857,40.19,-21.054288
2.185,2.7846,40.2,-21.057577
2.184,2.7834,40.21,-21.060866
2.183,2.7823,40.22,-21.064155
2.182,2.7812,40.23,-21.067444
2.181,2.7801,40.24,-21.070733
2.18,2.779,40.25,-21.074022
2.179,2.7778,40.26,-21.077311
2.179,2.7767,40.27,-21.0806
2.178,2.7756,40.28,-21.083889
2.177,2.7745,40.29,-21.087178
2.176,2.7733,40.3,-21.090467
2.175,2.7722,40.31,-21.093756
2.174,2.7711,40.32,-21.097045
2.173,2.77,40.33,-21.100334
2.172,2.7689,40.34,-21.103623
2.171,2.7677,40.35,-21.106912
2.17,2.7666,40.36,-21.110201
2.169,2.7655,40.37,-21.11349
2.168,2.7644,40.38,-21.116779
2.167,2.7632,40.39,-21.120068
2.166,2.7621,40.4,-21.123357
2.165,2.761,40.41,-21.126646
2.164,2.7599,40.42,-21.129935
2.163,2.7588,40.43,-21.133224
2.162,2.7576,40.44,-21.136513
2.161,2.7565,40.45,-21.139802
2.16,2.7554,40.46,-21.143091
2.159,2.7543,40.47,-21.14638
2.158,2.7531,40.48,-21.149669
2.157,2.752,40.49,-21.152958
2.156,2.7509,40.5,-21.156247
2.155,2.7498,40.51,-21.159536
2.154,2.7487,40.52,-21.162825
2.153,2.7475,40.53,-21.166114
2.152,2.7464,40.54,-21.169403
2.151,2.7453,40.55,-21.172692
2.15,2.7442,40.56,-21.175981
2.149,2.743,40.57,-21.17927
2.148,2.7419,40.58,-21.182559
2.148,2.7408,40.59,-21.185848
2.147,2.7397,40.6,-21.189137
2.146,2.7386,40.61,-21.192426
2.145,2.7374,40.62,-21.195715
2.144,2.7363,40.63,-21.199004
2.143,2.7352,40.64,-21.202293
2.142,2.7341,40.65,-21.205582
2.141,2.7329,40.66,-21.208871
2.14,2.7318,40.67,-21.21216
2.139,2.7307,40.68,-21.215449
2.138,2.7296,40.69,-21.218738
2.137,2.7284,40.7,-21.222027
2.136,2.7273,40.71,-21.225316
2.135,2.7262,40.72,-21.228605
2.134,2.7251,40.73,-21.231894
2.133,2.724,40.74,-21.235183
2.132,2.7228,40.75,-21.238472
2.131,2.7217,40.76,-21.241761
2.13,2.7206,40.77,-21.24505
2.129,2.7195,40.78,-21.248339
2.128,2.7183,40.79,-21.251628
2.127,2.7172,40.8,-21.254917
2.126,2.7161,40.81,-21.258206
2.125,2.715,40.82,-21.261495
2.124,2.7139,40.83,-21.264784
2.123,2.7127,40.84,-21.268073
2.122,2.7116,40.85,-21.271362
2.121,2.7105,40.86,-21.274651
2.12,2.7094,40.87,-21.27794
2.119,2.7082,40.88,-21.281229
2.118,2.7071,40.89,-21.284518
2.117,2.706,40.9,-21.287807
2.117,2.7049,40.91,-21.291096
2.116,2.7038,40.92,-21.294385
2.115,2.7026,40.93,-21.297674
2.114,2.7015,40.94,-21.300963
2.113,2.7004,40.95,-21.304252
2.112,2.6993,40.96,-21.307541
2.111,2.6981,40.97,-21.31083
2.11,2.697,40.98,-21.314119
2.109,2.6959,40.99,-21.317408
2.108,2.6948,41,-21.320697
2.107,2.6937,41.01,-21.323986
2.106,2.6925,41.02,-21.327275
2.105,2.6914,41.03,-21.330564
2.104,2.6903,41.04,-21.333853
2.103,2.6892,41.05,-21.337142
2.102,2.688,41.06,-21.340431
2.101,2.6869,41.07,-21.34372
2.1,2.6858,41.08,-21.347009
2.099,2.6847,41.09,-21.350298
2.098,2.6836,41.1,-21.353587
2.097,2.6824,41.11,-21.356876
2.096,2.6813,41.12,-21.360165
2.095,2.6802,41.13,-21.363454
2.094,2.6791,41.14,-21.366743
2.093,2.6779,41.15,-21.370032
2.092,2.6768,41.16,-21.373321
2.091,2.6757,41.17,-21.37661
2.09,2.6746,41.18,-21.379899
2.089,2.6735,41.19,-21.383188
2.088,2.6723,41.2,-21.386477
2.087,2.6712,41.21,-21.389766
2.086,2.6701,41.22,-21.393055
2.086,2.669,41.23,-21.396344
2.085,2.6678,41.24,-21.399633
2.084,2.6667,41.25,-21.402922
2.083,2.6656,41.26,-21.406211
2.082,2.6645,41.27,-21.4095
2.081,2.6634,41.28,-21.412789
2.08,2.6622,41.29,-21.416078
2.079,2.6611,41.3,-21.419367
2.078,2.66,41.31,-21.422656
2.077,2.6589,41.32,-21.425945
2.076,2.6577,41.33,-21.429234
2.075,2.6566,41.34,-21.432523
2.074,2.6555,41.35,-21.435812
2.073,2.6544,41.36,-21.439101
2.072,2.6533,41.37,-21.44239
2.071,2.6521,41.38,-21.445679
2.07,2.651,41.39,-21.448968
2.069,2.6499,41.4,-21.452257
2.068,2.6488,41.41,-21.455546
2.067,2.6476,41.42,-21.458835
2.066,2.6465,41.43,-21.462124
2.065,2.6454,41.44,-21.465413
2.064,2.6443,41.45,-21.468702
2.063,2.6432,41.46,-21.471991
2.062,2.642,41.47,-21.47528
2.061,2.6409,41.48,-21.478569
2.06,2.6398,41.49,-21.481858
2.059,2.6387,41.5,-21.485147
2.058,2.6375,41.51,-21.488436
2.057,2.6364,41.52,-21.491725
2.056,2.6353,41.53,-21.495014
2.055,2.6342,41.54,-21.498303
2.055,2.633,41.55,-21.501592
2.054,2.6319,41.56,-21.504881
2.053,2.6308,41.57,-21.50817
2.052,2.6297,41.58,-21.511459
2.051,2.6286,41.59,-21.514748
2.05,2.6274,41.6,-21.518037
2.049,2.6263,41.61,-21.521326
2.048,2.6252,41.62,-21.524615
2.047,2.6241,41.63,-21.527904
2.046,2.6229,41.64,-21.531193
2.045,2.6218,41.65,-21.534482
2.044,2.6207,41.66,-21.537771
2.043,2.6196,41.67,-21.54106
2.042,2.6185,41.68,-21.544349
2.041,2.6173,41.69,-21.547638
2.04,2.6162,41.7,-21.550927
2.039,2.6151,41.71,-21.554216
2.038,2.614,41.72,-21.557505
2.037,2.6128,41.73,-21.560794
2.036,2.6117,41.74,-21.564083
2.035,2.6106,41.75,-21.567372
2.034,2.6095,41.76,-21.570661
2.033,2.6084,41.77,-21.57395
2.032,2.6072,41.78,-21.577239
2.031,2.6061,41.79,-21.580528
2.03,2.605,41.8,-21.583817
2.029,2.6039,41.81,-21.587106
2.028,2.6027,41.82,-21.590395
2.027,2.6016,41.83,-21.593684
2.026,2.6005,41.84,-21.596973
2.025,2.5994,41.85,-21.600262
2.024,2.5983,41.86,-21.603551
2.024,2.5971,41.87,-21.60684
2.023,2.596,41.88,-21.610129
2.022,2.5949,41.89,-21.613418
2.021,2.5938,41.9,-21.616707
2.02,2.5926,41.91,-21.619996
2.019,2.5915,41.92,-21.623285
2.018,2.5904,41.93,-21.626574
2.017,2.5893,41.94,-21.629863
2.016,2.5882,41.95,-21.633152
2.015,2.587,41.96,-21.636441
2.014,2.5859,41.97,-21.63973
2.013,2.5848,41.98,-21.643019
2.012,2.5837,41.99,-21.646308
2.011,2.5825,42,-21.649597
2.01,2.5814,42.01,-21.652886
2.009,2.5803,42.02,-21.656175
2.008,2.5792,42.03,-21.659464
2.007,2.5781,42.04,-21.662753
2.006,2.5769,42.05,-21.666042
2.005,2.5758,42.06,-21.669331
2.004,2.5747,42.07,-21.67262
2.003,2.5736,42.08,-21.675909
2.002,2.5724,42.09,-21.679198
2.001,2.5713,42.1,-21.682487
2,2.5702,42.11,-21.685776
1.999,2.5691,42.12,-21.689065
1.998,2.568,42.13,-21.692354
1.997,2.5668,42.14,-21.695643
1.996,2.5657,42.15,-21.698932
1.995,2.5646,42.16,-21.702221
1.994,2.5635,42.17,-21.70551
1.993,2.5623,42.18,-21.708799
1.993,2.5612,42.19,-21.712088
1.992,2.5601,42.2,-21.715377
1.991,2.559,42.21,-21.718666
1.99,2.5579,42.22,-21.721955
1.989,2.5567,42.23,-21.725244
1.988,2.5556,42.24,-21.728533
1.987,2.5545,42.25,-21.731822
1.986,2.5534,42.26,-21.735111
1.985,2.5522,42.27,-21.7384
1.984,2.5511,42.28,-21.741689
1.983,2.55,42.29,-21.744978
1.982,2.5489,42.3,-21.748267
1.981,2.5477,42.31,-21.751556
1.98,2.5466,42.32,-21.754845
1.979,2.5455,42.33,-21.758134
1.978,2.5444,42.34,-21.761423
1.977,2.5433,42.35,-21.764712
1.976,2.5421,42.36,-21.768001
1.975,2.541,42.37,-21.77129
1.974,2.5399,42.38,-21.774579
1.973,2.5388,42.39,-21.777868
1.972,2.5376,42.4,-21.781157
1.971,2.5365,42.41,-21.784446
1.97,2.5354,42.42,-21.787735
1.969,2.5343,42.43,-21.791024
1.968,2.5332,42.44,-21.794313
1.967,2.532,42.45,-21.797602
1.966,2.5309,42.46,-21.800891
1.965,2.5298,42.47,-21.80418
1.964,2.5287,42.48,-21.807469
1.963,2.5275,42.49,-21.810758
1.962,2.5264,42.5,-21.814047
1.962,2.5253,42.51,-21.817336
1.961,2.5242,42.52,-21.820625
1.96,2.5231,42.53,-21.823914
1.959,2.5219,42.54,-21.827203
1.958,2.5208,42.55,-21.830492
1.957,2.5197,42.56,-21.833781
1.956,2.5186,42.57,-21.83707
1.955,2.5174,42.58,-21.840359
1.954,2.5163,42.59,-21.843648
1.953,2.5152,42.6,-21.846937
1.952,2.5141,42.61,-21.850226
1.951,2.513,42.62,-21.853515
1.95,2.5118,42.63,-21.856804
1.949,2.5107,42.64,-21.860093
1.948,2.5096,42.65,-21.863382
1.947,2.5085,42.66,-21.866671
1.946,2.5073,42.67,-21.86996
1.945,2.5062,42.68,-21.873249
1.944,2.5051,42.69,-21.876538
1.943,2.504,42.7,-21.879827
1.942,2.5029,42.71,-21.883116
1.941,2.5017,42.72,-21.886405
1.94,2.5006,42.73,-21.889694
1.939,2.4995,42.74,-21.892983
1.938,2.4984,42.75,-21.896272
1.937,2.4972,42.76,-21.899561
1.936,2.4961,42.77,-21.90285
1.935,2.495,42.78,-21.906139
1.934,2.4939,42.79,-21.909428
1.933,2.4928,42.8,-21.912717
1.932,2.4916,42.81,-21.916006
1.931,2.4905,42.82,-21.919295
1.931,2.4894,42.83,-21.922584
1.93,2.4883,42.84,-21.925873
1.929,2.4871,42.85,-21.929162
1.928,2.486,42.86,-21.932451
1.927,2.4849,42.87,-21.93574
1.926,2.4838,42.88,-21.939029
1.925,2.4827,42.89,-21.942318
1.924,2.4815,42.9,-21.945607
1.923,2.4804,42.91,-21.948896
1.922,2.4793,42.92,-21.952185
1.921,2.4782,42.93,-21.955474
1.92,2.477,42.94,-21.958763
1.919,2.4759,42.95,-21.962052
1.918,2.4748,42.96,-21.965341
1.917,2.4737,42.97,-21.96863
1.916,2.4726,42.98,-21.971919
1.915,2.4714,42.99,-21.975208
1.914,2.4703,43,-21.978497
1.913,2.4692,43.01,-21.981786
1.912,2.4681,43.02,-21.985075
1.911,2.4669,43.03,-21.988364
1.91,2.4658,43.04,-21.991653
1.909,2.4647,43.05,-21.994942
1.908,2.4636,43.06,-21.998231
1.907,2.4625,43.07,-22.00152
1.906,2.4613,43.08,-22.004809
1.905,2.4602,43.09,-22.008098
1.904,2.4591,43.1,-22.011387
1.903,2.458,43.11,-22.014676
1.902,2.4568,43.12,-22.017965
1.901,2.4557,43.13,-22.021254
1.9,2.4546,43.14,-22.024543
1.899,2.4535,43.15,-22.027832
1.899,2.4523,43.16,-22.031121
1.898,2.4512,43.17,-22.03441
1.897,2.4501,43.18,-22.037699
1.896,2.449,43.19,-22.040988
1.895,2.4479,43.2,-22.044277
1.894,2.4467,43.21,-22.047566
1.893,2.4456,43.22,-22.050855
1.892,2.4445,43.23,-22.054144
1.891,2.4434,43.24,-22.057433
1.89,2.4422,43.25,-22.060722
1.889,2.4411,43.26,-22.064011
1.888,2.44,43.27,-22.0673
1.887,2.4389,43.28,-22.070589
1.886,2.4378,43.29,-22.073878
1.885,2.4366,43.3,-22.077167
1.884,2.4355,43.31,-22.080456
1.883,2.4344,43.32,-22.083745
1.882,2.4333,43.33,-22.087034
1.881,2.4321,43.34,-22.090323
1.88,2.431,43.35,-22.093612
1.879,2.4299,43.36,-22.096901
1.878,2.4288,43.37,-22.10019
1.877,2.4277,43.38,-22.103479
1.876,2.4265,43.39,-22.106768
1.875,2.4254,43.4,-22.110057
1.874,2.4243,43.41,-22.113346
1.873,2.4232,43.42,-22.116635
1.872,2.422,43.43,-22.119924
1.871,2.4209,43.44,-22.123213
1.87,2.4198,43.45,-22.126502
1.869,2.4187,43.46,-22.129791
1.868,2.4176,43.47,-22.13308
1.868,2.4164,43.48,-22.136369
1.867,2.4153,43.49,-22.139658
1.866,2.4142,43.5,-22.142947
1.865,2.4131,43.51,-22.146236
1.864,2.4119,43.52,-22.149525
1.863,2.4108,43.53,-22.152814
1.862,2.4097,43.54,-22.156103
1.861,2.4086,43.55,-22.159392
1.86,2.4075,43.56,-22.162681
1.859,2.4063,43.57,-22.16597
1.858,2.4052,43.58,-22.169259
1.857,2.4041,43.59,-22.172548
1.856,2.403,43.6,-22.175837
1.855,2.4018,43.61,-22.179126
1.854,2.4007,43.62,-22.182415
1.853,2.3996,43.63,-22.185704
1.852,2.3985,43.64,-22.188993
1.851,2.3974,43.65,-22.192282
1.85,2.3962,43.66,-22.195571
1.849,2.3951,43.67,-22.19886
1.848,2.394,43.68,-22.202149
1.847,2.3929,43.69,-22.205438
1.846,2.3917,43.7,-22.208727
1.845,2.3906,43.71,-22.212016
1.844,2.3895,43.72,-22.215305
1.843,2.3884,43.73,-22.218594
1.842,2.3873,43.74,-22.221883
1.841,2.3861,43.75,-22.225172
1.84,2.385,43.76,-22.228461
1.839,2.3839,43.77,-22.23175
1.838,2.3828,43.78,-22.235039
1.837,2.3816,43.79,-22.238328
1.837,2.3805,43.8,-22.241617
1.836,2.3794,43.81,-22.244906
1.835,2.3783,43.82,-22.248195
1.834,2.3772,43.83,-22.251484
1.833,2.376,43.84,-22.254773
1.832,2.3749,43.85,-22.258062
1.831,2.3738,43.86,-22.261351
1.83,2.3727,43.87,-22.26464
1.829,2.3715,43.88,-22.267929
1.828,2.3704,43.89,-22.271218
1.827,2.3693,43.9,-22.274507
1.826,2.3682,43.91,-22.277796
1.825,2.3671,43.92,-22.281085
1.824,2.3659,43.93,-22.284374
1.823,2.3648,43.94,-22.287663
1.822,2.3637,43.95,-22.290952
1.821,2.3626,43.96,-22.294241
1.82,2.3614,43.97,-22.29753
1.819,2.3603,43.98,-22.300819
1.818,2.3592,43.99,-22.304108
1.817,2.3581,44,-22.307397
1.816,2.3569,44.01,-22.310686
1.815,2.3558,44.02,-22.313975
1.814,2.3547,44.03,-22.317264
1.813,2.3536,44.04,-22.320553
1.812,2.3525,44.05,-22.323842
1.811,2.3513,44.06,-22.327131
1.81,2.3502,44.07,-22.33042
1.809,2.3491,44.08,-22.333709
1.808,2.348,44.09,-22.336998
1.807,2.3468,44.1,-22.340287
1.806,2.3457,44.11,-22.343576
1.806,2.3446,44.12,-22.346865
1.805,2.3435,44.13,-22.350154
1.804,2.3424,44.14,-22.353443
1.803,2.3412,44.15,-22.356732
1.802,2.3401,44.16,-22.360021
1.801,2.339,44.17,-22.36331
1.8,2.3379,44.18,-22.366599
1.799,2.3367,44.19,-22.369888
1.798,2.3356,44.2,-22.373177
1.797,2.3345,44.21,-22.376466
1.796,2.3334,44.22,-22.379755
1.795,2.3323,44.23,-22.383044
1.794,2.3311,44.24,-22.386333
1.793,2.33,44.25,-22.389622
1.792,2.3289,44.26,-22.392911
1.791,2.3278,44.27,-22.3962
1.79,2.3266,44.28,-22.399489
1.789,2.3255,44.29,-22.402778
1.788,2.3244,44.3,-22.406067
1.787,2.3233,44.31,-22.409356
1.786,2.3222,44.32,-22.412645
1.785,2.321,44.33,-22.415934
1.784,2.3199,44.34,-22.419223
1.783,2.3188,44.35,-22.422512
1.782,2.3177,44.36,-22.425801
1.781,2.3165,44.37,-22.42909
1.78,2.3154,44.38,-22.432379
1.779,2.3143,44.39,-22.435668
1.778,2.3132,44.4,-22.438957
1.777,2.3121,44.41,-22.442246
1.776,2.3109,44.42,-22.445535
1.775,2.3098,44.43,-22.448824
1.775,2.3087,44.44,-22.452113
1.774,2.3076,44.45,-22.455402
